chromosome	start	stop	L1	L2	L3	L4	L5	L6	L7	L8	L9	L10	L11	L12	L13	L14	L15	phylogeny	sites	length	origin
APscaff0015ScX6Gil_5HRSCAF113	1481806	1483822	0.0011620054771659136	0.07289400298031107	0.027863438237387673	0.20750540177567411	0.04713441303801809	0.22589208200775376	0.05069576476931445	0.0015784579224393488	0.0011032356609528217	0.0029685373951932135	0.0034345824884580373	0.02750996690686643	0.21881472605019311	0.01660849600536371	0.09483488928490817	C	2493	464	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	1487042	1491419	2.9319173176205595e-06	0.002089166754976181	1.9451390988666096e-05	3.8593720567329974e-05	2.9326093317642284e-06	8.655704502449111e-06	7.712014909872484e-05	3.726358527232832e-05	7.738977582826234e-06	0.014834511208285292	0.035286918151781	0.9442852618427298	5.272103824837456e-05	2.1343507255991648e-05	0.0032353894420619157	E	2196	462	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	1505198	1507225	0.0	5.295986291166381e-11	1.0393078379218082e-08	0.013635619995577062	0.00014611715992359303	0.9862180598173818	1.4167425111334978e-11	1.2829875940397024e-13	0.0	8.217577158883516e-13	2.6688437417693e-12	1.468280718594222e-10	1.9146940754149776e-07	2.3164138376034877e-11	9.238930545368703e-10	D	4572	682	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	1508930	1512115	0.01785297666942552	0.01784921008873993	0.017851352122468685	0.017852369678539197	0.01784945997942977	0.017849727723334832	0.2619061555083273	0.2619213465058431	0.26197976147914276	0.017847121853322885	0.017850834440762832	0.017846051058134513	0.017846532908018835	0.017851887671064194	0.017845212313445522	A	2338	267	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	1538189	1540711	5.5738958132436415e-06	0.01428357046674382	6.235852122052462e-06	0.14556212309529146	7.492684498503823e-05	0.0010112780817436101	0.8217563651351949	0.003439014536314114	0.013565637735907816	7.16660640141262e-06	4.962760529740728e-05	0.0001827562389529618	1.752473369920241e-05	1.5599864640456297e-05	2.2599306892292535e-05	D	4777	896	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	1575199	1579143	0.00016941793177069518	0.003185452503491281	0.003903631806495091	0.001146549907000171	0.0011878920528907134	0.0020748136703768556	0.09787139806377078	0.17325653410352587	0.09786112210650834	0.05408502537450906	0.08385854172917531	0.47636832748502667	0.0016841556701296338	0.00016225523680707404	0.003184882358522282	A	2628	296	oldgenes
APscaff0015ScX6Gil_5HRSCAF113	1601450	1607029	2.3940806958920564e-05	1.0125068790774337e-05	0.0008566628270081167	0.04838980389177859	0.14844123086133396	0.7917685609901383	0.0001233115903684415	0.004020471274154923	0.00014183216289750204	0.002506178613151844	0.0030966755354717174	0.00045501682992796845	0.00014720621209237972	1.462086327495536e-06	1.752124959919472e-05	A	8083	1604	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	1742630	1743859	4.866677457679972e-06	6.88002554160622e-05	0.036604023951469424	0.00020727148534497358	1.1079255183735576e-05	2.9850615439816582e-05	0.6713530666495642	0.12218779669771174	0.06340965763011641	1.6743137241271545e-05	0.10607508351335924	1.614462952760057e-05	8.122203280861695e-06	2.646228602265953e-06	4.847070284490428e-06	C	2456	345	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	1863144	1892016	0.06661121575203689	0.06673129064658505	0.06665499370024004	0.06673129064658505	0.06661121575203689	0.06665499370024004	0.06671701167828131	0.06665499370024004	0.06661121575203689	0.06664386324573145	0.06665499370024004	0.06673129064658505	0.06665219424931573	0.06661121575203689	0.06672822107780851	L	1821	726	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	1894784	1896965	0.02172745271633708	0.0002667502272483184	0.0002667286213549557	0.034746507491364244	0.8827891316792844	0.03474393981933468	0.00026679005603038464	0.0002667767435387323	0.001073212045176026	0.021725212731434216	0.00026679819325118014	0.0002541536084990512	0.00026674049104268976	0.0010730567626280906	0.00026674881347586103	E	818	149	others
APscaff0015ScX6Gil_5HRSCAF113	1933870	1942647	0.011564523150083772	0.0010976944906173586	0.22935386266067045	0.005017792333014346	0.038275808419818196	0.024201946472465923	0.001461783203444902	0.030094609299460583	0.004831795137409772	0.4991906379009576	0.0687138694185761	0.06870507460616147	0.012724891840988612	0.0037593800469399767	0.001006331019391064	A	1840	222	oldgenes
APscaff0015ScX6Gil_5HRSCAF113	1967186	1968194	0.06666372380633928	0.06667841144247912	0.06666372380633928	0.06666372380633928	0.06666372380633928	0.06666372380633928	0.06666375047183634	0.06666375047183634	0.06666375047183634	0.06666372380633928	0.06666372380633928	0.06667841144247912	0.06666372380633928	0.06666372380633928	0.06667841144247912	A	807	95	oldgenes
APscaff0015ScX6Gil_5HRSCAF113	1997305	2000792	0.0005828685400263497	0.03766353530663881	0.07574484529297036	0.03517520366861688	0.008387926857769342	0.7523332618518118	0.03517868618616505	0.0030209652307007905	0.0005040188519923131	0.0009931867095676087	0.003020959188776386	0.002366507863353711	0.04312032195821512	0.0005039538377539068	0.0014037586556415057	A	2055	235	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	2068227	2069801	0.006006921440711	0.00015165370374357607	0.033329316258920307	0.00015166219658876173	0.00013860493009684982	6.837940322273755e-05	0.002972238515452763	0.3540723879009339	0.558195007885132	0.004141037572548108	0.03333191604697236	0.0007090043463785251	0.0003585261702964393	0.006217260513537828	0.00015608311546478064	D	1072	159	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	2077055	2085694	0.000349796563781732	5.133540854636834e-05	0.00012301136373033583	5.64965593115017e-05	0.00034441720892787784	5.649124888452096e-05	5.132252497578231e-05	0.00012298639495790783	0.00020516442671028384	0.7046480513191208	0.1468521737675914	0.14685760739851195	3.7885283523806884e-05	0.00020519315174074925	3.806737968494696e-05	A	4160	513	others
APscaff0015ScX6Gil_5HRSCAF113	2086956	2100503	0.0022023346858675154	0.11452120685082903	0.07397513465162119	0.11408331542397424	0.11406255414992679	0.11408000705581982	0.11451158747354943	0.07396507471742499	0.0022022399875120413	0.07458012259210738	0.07397801973809891	0.07458638758554927	0.017752529601280397	0.01774816301611747	0.01775132247032155	A	8236	1175	others
APscaff0015ScX6Gil_5HRSCAF113	2106790	2108570	0.026175472386573594	0.012600793697471505	0.027014933449717136	0.009794997575148472	0.01312741516126442	0.010676358423828587	0.11458762381741346	0.3693404339078178	0.2569097366227242	0.03796060091514913	0.027895037450148215	0.03939680823806481	0.01911267645852281	0.01663797617397886	0.018769135722177088	C	914	124	others
APscaff0015ScX6Gil_5HRSCAF113	2109141	2116016	0.00011480457975074214	2.9291324393375027e-05	0.09300126520419232	6.180401786758094e-05	0.00022298519439059944	0.013847699218234333	5.14071555799251e-05	0.029242499031012968	0.00010635072687736091	0.01929951753490348	0.8297779189076009	0.006011480739026383	0.008134701912507062	6.490368335338271e-05	3.337077030947034e-05	A	2871	325	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	2117527	2122606	0.00016513347265101805	0.001108500047663439	0.0004902463755844709	0.004067334183449185	0.0005708006772267763	0.00020968870463482605	0.7335221487258505	0.1604417250874738	0.09830872607712077	0.0005362653379409354	0.0004909548027118767	2.2418669511361662e-05	2.2018699553939863e-05	2.201997667554193e-05	2.2019161951481984e-05	A	5017	804	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	2133727	2135205	5.8008607449442456e-05	0.00018485346013857973	0.14990475486528335	0.00011833805528598607	5.9431441459917654e-05	0.0003411480010630006	0.00043493535194965335	0.3098180299154173	0.0002561218745967579	0.0018914545284391719	0.5332653404916465	0.0030870258671133383	0.00034112787392470635	5.800483701251488e-05	0.00018142482921965623	J	1751	582	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	2156508	2160154	0.027959915922693555	0.7904606764922747	2.5301338065026333e-06	0.0199431935623772	0.0010929177014114067	1.1591223179667197e-05	0.11597039120641472	0.00010439159758283861	0.001940257915367563	0.002062887933075492	1.9494203974027962e-05	0.018081890459381276	1.5177152761957222e-05	0.0004904523798045256	0.021844232115894455	A	2520	314	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	2198688	2199623	5.009258097596653e-05	0.024807266984862224	0.006696859156224955	0.16307702477602354	0.0033303241241369476	0.7133603081748083	0.06437591894984067	0.0007868809078910429	0.00020231035168063853	0.00017170586278109561	0.00013925473931598737	0.004728446125468267	0.013850878134423211	3.697481158387587e-05	0.004385754319983251	E	1681	311	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	2264766	2271419	0.8095470236486683	3.268646703684011e-05	3.818971124348072e-05	3.2681302982995166e-05	0.00048105621778029716	3.2689082058795934e-05	3.268715345984985e-05	3.819475261805816e-05	0.059174213319506855	0.0005707379314748327	0.00015596617240185584	0.00015599736875593074	0.035265242994880784	0.05917474588984213	0.0352678879872887	A	4679	674	oldgenes
APscaff0015ScX6Gil_5HRSCAF113	2283829	2284947	0.011342061569616596	0.0004078422090278707	0.18825003978834542	0.0004078422090278707	0.011342061569616596	0.18824985153842164	0.0004078422090278707	0.18825003978834542	0.011342061569616596	0.011342424521393104	0.18824985153842164	0.0004078422090278707	0.18825003978834542	0.01134235646705289	0.0004078430247131951	L	1335	369	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	2315184	2316035	0.0017202695731087	0.7925598370746686	5.223727320117147e-05	0.005125530373060459	0.00239245732476285	0.0003994247096839258	0.00888051905198932	5.4438372719903494e-05	0.002852531960564801	0.0005471895593977339	0.00012365745534427956	0.020956754545897443	0.0002698635028259963	0.001176285988129734	0.16288900323464522	D	1819	282	others
APscaff0015ScX6Gil_5HRSCAF113	2319242	2325522	0.3021614248015738	0.0031013186554786163	0.0014583641958422968	0.0012365452391708421	0.010087201012793368	0.012404699512819365	0.0012039627330371358	2.4070804456137238e-05	0.015018569374757167	0.02254621930958419	0.00036058462506273476	0.006177813422795556	0.26774295410499394	0.08580166344535685	0.27067460876227806	F	3099	448	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	2325916	2326677	1.450362798656717e-11	4.338308584685919e-09	1.8903192518062146e-11	2.6848821207216775e-12	1.4502569260365854e-11	1.35941821359428e-12	9.076882749117333e-12	1.99636640584709e-11	9.69709953806325e-12	0.3506939785353164	0.38420604613349996	0.26509996655995344	1.645209651966232e-12	2.328668917053278e-12	4.338256525295391e-09	A	1829	267	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	2329754	2333318	0.000106637618616852	0.020560526856797087	0.09442152493977612	0.003177491552651282	0.0007133208681016156	0.20839057130327712	0.0006753373505189708	0.001732087044624405	0.00013678472568034655	0.0014886937618962268	0.016984311509595774	0.13439806969390233	0.47783862246819114	0.00195348521220954	0.03742253509416121	D	1399	264	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	2536348	2550457	0.07439126317939498	0.017584810762377275	0.03901403700425669	0.09609329135696325	0.17684833565611724	0.09608810245932273	0.017584230473200405	0.039016963166758775	0.011571307059822018	0.2932080732402301	0.05194401503015196	0.05194375531070906	0.011570126846694158	0.011570358251544548	0.011571330202456593	D	2522	530	others
APscaff0015ScX6Gil_5HRSCAF113	2565313	2573912	0.00015412839904904184	0.12617334760774393	0.0006257938570850663	0.3886976282558654	0.0009502765192042268	0.0009503183322908475	0.4707888707581418	0.0006768245052026931	0.0006767304331347906	0.00015415753206942482	0.0006258013666563897	0.004609105189488835	0.00015416446931448984	0.00015413934255385404	0.004608713432199161	J	1776	577	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	2717839	2718987	2.199278992684436e-09	3.3830496839579906e-09	0.7117509195305776	4.613771226475623e-09	2.704517643461674e-09	0.2862424039470119	2.787412285050515e-10	4.276544783844383e-07	9.670806120731249e-10	7.015027747824074e-10	2.2588264083416604e-07	6.142190779858426e-08	0.0020059424858898814	5.364057414555234e-10	3.6931456554585203e-09	A	3241	437	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	2793713	2794204	0.1999592646704632	3.5093427005589874e-05	5.577938413264607e-06	3.5093427005589874e-05	0.1999592646704632	5.577935066502445e-06	3.509330768814199e-05	5.577938413264607e-06	0.1999592646704632	0.19995944463388876	5.577935066502445e-06	3.5093427005589874e-05	5.577939528852018e-06	0.19995940464199483	3.509343753361992e-05	L	866	235	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	2813561	2826164	0.02026337842224258	0.0006374064474844442	0.014256732314017456	0.0012446685109976515	0.05404403829774427	0.004781757889650942	0.0004620890018474391	0.0012035653036777346	0.0004121224513559701	0.8403624091323241	0.028964189967124004	0.028967028596830785	0.003340575970027395	0.0004992303024417741	0.0005608073922334656	C	2506	379	others
APscaff0015ScX6Gil_5HRSCAF113	2842002	2851048	0.0	0.0	0.15522199969773173	0.0	0.0	0.0	0.0	0.26352318384243045	0.0	0.35381895237321476	0.12521576237842108	0.10222010170820196	0.0	0.0	0.0	A	3206	438	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	2870425	2871473	0.004470214779900073	0.05103850034582904	0.0035128812042299266	0.0035061082324749707	0.004470335030294861	0.0022430753685957682	0.0035059164535999805	0.003021300164134176	0.0021477596093335428	0.008474089862682525	0.004537718971760542	0.05107948028925446	0.05074884995427932	0.062343490035926964	0.7449002796977038	D	609	93	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	2872503	2876402	0.0001932921703127688	3.698787166297696e-07	3.1067491186894614e-06	4.0814730830559174e-07	7.313346547390104e-07	4.0827017913653875e-07	0.004955522449362326	0.004955928818864196	0.989674005022836	7.306789416850568e-07	3.105991164379189e-06	3.700500101268998e-07	1.2461288015255408e-05	0.0001870969403315499	1.246221018468889e-05	A	3249	427	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	2893208	2901960	0.011716074685514926	0.0006077721646765472	0.0033202158756670927	2.6312341366226964e-05	8.298352404313908e-05	4.0497736456491414e-05	2.4411860068496952e-05	0.00398083980614105	0.009990561563118169	0.00015354152975548667	0.0028473815102050006	0.0018395919920953488	0.03411219017703882	0.027353043533390915	0.9039045817004622	A	5246	675	others
APscaff0015ScX6Gil_5HRSCAF113	2911128	2926245	6.725965956553793e-05	3.474935521265593e-09	8.748791283824302e-05	2.304850750006821e-09	1.9928999331591127e-08	1.2226075620480523e-09	2.3019024283742654e-09	8.749403720649651e-05	1.8521656051169195e-05	0.7770194372715081	0.08365367552923884	0.1390446863290889	9.316208548463098e-07	1.8519989177143465e-05	1.956761175281149e-06	A	6457	1091	others
APscaff0015ScX6Gil_5HRSCAF113	3011291	3023298	7.40480612848708e-08	1.8099596372977868e-11	5.5382538758505847e-08	0.001152846153892299	0.028499706849560828	0.9703470599255907	3.212291499369152e-11	4.182438899632119e-11	2.367310605480944e-11	1.0126738138046597e-07	2.6097370058155374e-10	8.244732777137115e-11	1.555060067059132e-07	2.3606321709198254e-10	1.7176369023773195e-10	D	8570	2189	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	3130983	3131807	0.05088399163003135	9.705519456150356e-07	7.538910984155248e-07	3.524376872168804e-06	0.08971036980617057	3.0835935280916268e-06	8.454566755158725e-07	7.540132386665958e-07	0.009983935665065917	0.834368680646415	4.701767744206983e-05	5.589956770595003e-05	1.006537926326345e-06	0.014938000983936547	1.165601947586385e-06	E	1119	240	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	3167786	3174126	0.028443689418638805	0.1577583328107236	1.754388755703863e-05	0.014342860939593608	0.009006290907828021	0.012724704280525892	0.024610060504051873	2.61872748988527e-05	0.07758470621560988	1.4364223010486968e-05	1.4363720271492283e-05	0.00018882744373191753	0.08408408608010516	0.08428216888767048	0.5069018134057829	C	4077	670	others
APscaff0015ScX6Gil_5HRSCAF113	3186493	3192048	0.03991810963440384	3.78650479327675e-06	0.0016902578588119182	0.0001042223268391591	0.004634934635171504	0.0040972380340515	0.003857965980270532	0.045420297946954416	0.810970027907186	0.000352586286063385	0.0011357271385105214	5.033664675032083e-05	0.0006500416095001945	0.08707885578571113	3.561170498234467e-05	A	2206	274	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	3405327	3408152	0.32783469948308497	1.7370686268969325e-06	1.7369147294343018e-06	1.7367116959700266e-06	1.736827712186239e-06	1.7368937128933382e-06	1.736786202500006e-06	1.7368247595816651e-06	0.3278425020417854	1.736758587818934e-06	1.736796623248457e-06	1.736983165222803e-06	0.008215424437881738	0.3278740092201111	0.00821599625132117	A	539	73	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	3409843	3411376	0.09445278737811694	0.0007253894508201021	0.0007115421694665865	0.001294617138108719	0.09662617866636522	0.0012848166266800384	0.0004977148308393656	0.0007223835165159875	0.00040375254752387515	0.6200299635584313	0.13901421654340557	0.04305745579993417	0.0002825601601431719	0.0004037434631937549	0.0004928781504551538	D	503	72	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	3480246	3489808	0.0007496892804858639	0.046420610342253976	0.045372379961335065	0.026413719389682382	0.01006036603320221	0.0128074053809589	0.5660110205897422	0.20917548671689984	0.012152118892414571	0.004435070664564331	0.04600193905729262	0.017054490628459755	0.000573248226518219	0.0008658128944502377	0.0019066419417397042	A	5186	1017	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	3616907	3621068	0.00014493217538791907	0.00010347022364302678	0.0022108622505580254	0.0001020139814615753	0.00014717684295585814	0.00015469615102898303	0.06620053854701406	0.8581789104264587	0.06613053541541405	0.0020575780722737157	0.0021960770247633245	0.0020198648395511622	0.00015374615174048963	9.86328013366595e-05	0.00010096509641279435	A	1369	164	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	3833299	3840255	0.0006567191213944812	3.0284410074998598e-12	6.903570780373557e-10	4.427725265680187e-12	8.430590990068127e-11	6.681495115203093e-10	4.04513404802479e-09	4.698736280899176e-08	0.9956712483762876	5.812547106005598e-11	9.28174785159258e-11	3.0299343970068412e-12	0.0030066609112536077	0.0006566981067185877	8.620847607428185e-06	C	4283	655	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	3841491	3847936	4.058058526282928e-08	9.327533062664629e-07	0.0027012488382879766	7.403795371283662e-09	7.403736141157763e-09	4.9955207641080945e-08	1.5962795873752942e-08	0.00380109125841956	6.393198326468313e-08	0.020154068904962713	0.06173297313463475	0.9115069316700556	1.7616244824934626e-05	9.90774205977426e-06	7.504421534473142e-05	A	3656	459	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	3909987	3924899	0.0005900457295225519	0.03778555030876369	0.00021712582876768852	0.001649453073865207	0.0013269349881857512	0.0012801775286587732	0.0005846176486881648	0.00021708935469235706	0.0005618556922477273	0.0008852065800564437	0.0008240284380917853	0.09547569978347954	0.02252970729518815	0.02253033813582255	0.8135421696139695	H	1495	236	others
APscaff0015ScX6Gil_5HRSCAF113	3934959	3939817	0.08548257033332582	0.0009270502566531516	0.00015051861712914798	0.060240115415091965	0.11279889009262598	0.06024210337171729	0.00014833166976879476	8.335351487664445e-05	0.012816283353164844	0.004229270414798698	0.0006509141623153782	0.0023619215395258002	0.3579690389963572	0.12926602618685448	0.17263361207579478	A	3014	401	others
APscaff0015ScX6Gil_5HRSCAF113	3944151	3949210	0.020278379598685052	0.0020640628011803852	0.0186912831614705	0.05451496625122495	0.07472870390477851	0.05453459517206918	0.002672654769405351	0.02697939088765169	0.02937918040754441	0.1248577730732598	0.4428961304686796	0.12517281144303258	0.0017607260881940263	0.019378133168441464	0.0020912088043826436	A	2199	260	long_or_complete
