chromosome	start	stop	L1	L2	L3	L4	L5	L6	L7	L8	L9	L10	L11	L12	L13	L14	L15	phylogeny	sites	length	origin
APscaff0015ScX6Gil_5HRSCAF113	1442214	1458490	-13650.00785	-13655.57687	-13646.21658	-13655.42234	-13654.22833	-13654.86534	-13653.77076	-13646.23018	-13648.97172	-13648.9292	-13646.26183	-13649.91944	-13650.24684	-13650.40606	-13650.89357	I	6352	2408	others
APscaff0015ScX6Gil_5HRSCAF113	1459221	1469781	-9019.434428	-9018.653449	-9023.223449	-9019.151365	-9022.036191	-9022.227023	-9019.151346	-9022.793251	-9019.022131	-9022.332291	-9022.409965	-9020.405534	-9020.608106	-9019.434451	-9018.485784	I	4186	1062	others
APscaff0015ScX6Gil_5HRSCAF113	1471259	1475044	-6154.184882	-6145.665467	-6155.293261	-6145.211785	-6150.257506	-6150.516724	-6145.251828	-6153.497926	-6152.577542	-6153.059576	-6153.173259	-6152.714934	-6155.836027	-6154.848912	-6155.958161	D	3385	696	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	1481806	1483822	-5071.975903	-5067.837044	-5068.798735	-5066.790893	-5068.273047	-5066.705993	-5068.200208	-5071.669602	-5072.027803	-5071.037981	-5070.892155	-5068.811502	-5066.737825	-5069.316136	-5067.573913	C	2493	464	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	1487042	1491419	-4340.27551	-4333.706646	-4338.383248	-4337.698077	-4340.275274	-4339.192948	-4337.005802	-4337.73315	-4339.304897	-4331.746455	-4330.879899	-4327.592983	-4337.386152	-4338.290419	-4333.269262	E	2196	462	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	1505198	1507225	-7730.611011	-7723.448773	-7718.169412	-7704.082356	-7708.618388	-7699.801164	-7724.767362	-7729.471701	-7730.903627	-7727.614617	-7726.436662	-7722.429045	-7715.255824	-7724.275702	-7720.589711	D	4572	682	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	1508930	1512115	-1324.733668	-1324.733879	-1324.733759	-1324.733702	-1324.733865	-1324.73385	-1322.047852	-1322.047794	-1322.047571	-1324.733996	-1324.733788	-1324.734056	-1324.734029	-1324.733729	-1324.734103	A	2338	267	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	1538189	1540711	-8326.454178	-8318.605407	-8326.341957	-8316.283914	-8323.85576	-8321.253302	-8314.553073	-8320.029332	-8318.656977	-8326.20284	-8324.267725	-8322.964119	-8325.308659	-8325.42501	-8325.054353	D	4777	896	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	1575199	1579143	-2127.527279	-2124.593298	-2124.389985	-2125.615135	-2125.579712	-2125.022021	-2121.168238	-2120.597119	-2121.168343	-2121.761335	-2121.322761	-2119.585701	-2125.230628	-2127.570477	-2124.593477	A	2628	296	oldgenes
APscaff0015ScX6Gil_5HRSCAF113	1601450	1607029	-15580.29888	-15581.15945	-15576.72142	-15572.68742	-15571.56652	-15569.89244	-15578.65975	-15575.17531	-15578.51982	-15575.64795	-15575.43638	-15577.35413	-15578.48263	-15583.0946	-15580.61105	A	8083	1604	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	1742630	1743859	-3974.724909	-3972.076113	-3965.799407	-3970.973291	-3973.902246	-3972.911115	-3962.89027	-3964.594006	-3965.249949	-3973.489332	-3964.735418	-3973.525733	-3974.212719	-3975.334185	-3974.728946	C	2456	345	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	1863144	1892016	-3054.215535	-3054.213734	-3054.214878	-3054.213734	-3054.215535	-3054.214878	-3054.213948	-3054.214878	-3054.215535	-3054.215045	-3054.214878	-3054.213734	-3054.21492	-3054.215535	-3054.21378	L	1821	726	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	1894784	1896965	-599.1148473	-603.5148664	-603.5149474	-598.6453448	-595.4103375	-598.6454187	-603.5147171	-603.514767	-602.1227678	-599.1149504	-603.5146866	-603.5632403	-603.5149029	-602.1229125	-603.5148717	E	818	149	others
APscaff0015ScX6Gil_5HRSCAF113	1933870	1942647	-2004.906309	-2007.261039	-2001.918985	-2005.741261	-2003.709433	-2004.167818	-2006.974594	-2003.949905	-2005.779033	-2001.141263	-2003.1243	-2003.124428	-2004.810691	-2006.029997	-2007.34794	A	1840	222	oldgenes
APscaff0015ScX6Gil_5HRSCAF113	1967186	1968194	-302.3851394	-302.3849191	-302.3851394	-302.3851394	-302.3851394	-302.3851394	-302.385139	-302.385139	-302.385139	-302.3851394	-302.3851394	-302.3849191	-302.3851394	-302.3851394	-302.3849191	A	807	95	oldgenes
APscaff0015ScX6Gil_5HRSCAF113	1997305	2000792	-1449.217531	-1445.049045	-1444.350367	-1445.117396	-1446.550944	-1442.054558	-1445.117297	-1447.572161	-1449.362879	-1448.684574	-1447.572163	-1447.816322	-1444.913743	-1449.363008	-1448.338584	A	2055	235	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	2068227	2069801	-1284.347925	-1288.026993	-1282.6344	-1288.026937	-1288.116965	-1288.823521	-1285.051522	-1280.271336	-1279.816129	-1284.719891	-1282.634322	-1286.484731	-1287.166591	-1284.313508	-1287.998204	D	1072	159	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	2077055	2085694	-3694.55521	-3696.474181	-3695.600285	-3696.378382	-3694.570708	-3696.378476	-3696.474432	-3695.600488	-3695.08875	-3686.947108	-3688.51538	-3688.515343	-3696.777999	-3695.08861	-3696.773204	A	4160	513	others
APscaff0015ScX6Gil_5HRSCAF113	2086956	2100503	-7838.392448	-7834.441206	-7834.878237	-7834.445037	-7834.445219	-7834.445066	-7834.44129	-7834.878373	-7838.392491	-7834.870092	-7834.878198	-7834.870008	-7836.305438	-7836.305684	-7836.305506	A	8236	1175	others
APscaff0015ScX6Gil_5HRSCAF113	2106790	2108570	-1373.691293	-1374.422356	-1373.659726	-1374.674244	-1374.381413	-1374.588084	-1372.214776	-1371.044397	-1371.407391	-1373.319567	-1373.627667	-1373.282431	-1374.005764	-1374.144428	-1374.023902	C	914	124	others
APscaff0015ScX6Gil_5HRSCAF113	2109141	2116016	-2306.085095	-2307.451035	-2299.387958	-2306.704358	-2305.421221	-2301.292452	-2306.888549	-2300.544948	-2306.161584	-2300.960491	-2297.199413	-2302.1269	-2301.824432	-2306.655422	-2307.320646	A	2871	325	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	2117527	2122606	-7836.619986	-7834.715977	-7835.531832	-7833.415997	-7835.3797	-7836.381116	-7828.221127	-7829.741054	-7830.230872	-7835.442111	-7835.530388	-7838.616846	-7838.634848	-7838.63479	-7838.634827	A	5017	804	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	2133727	2135205	-3971.859597	-3970.700625	-3964.002433	-3971.146643	-3971.835365	-3970.087872	-3969.844991	-3963.276448	-3970.374535	-3968.375087	-3962.733414	-3967.885225	-3970.087931	-3971.859662	-3970.719347	J	1751	582	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	2156508	2160154	-3073.270243	-3069.928399	-3082.580498	-3073.608127	-3076.512164	-3081.058522	-3071.84768	-3078.860621	-3075.938194	-3075.876908	-3080.538653	-3073.706104	-3080.788979	-3077.313442	-3073.517078	A	2520	314	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	2198688	2199623	-2427.545607	-2421.340588	-2422.650086	-2419.457502	-2423.348655	-2417.981738	-2420.386985	-2424.791403	-2426.149677	-2426.313697	-2426.523175	-2422.998128	-2421.923376	-2427.849243	-2423.073363	E	1681	311	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	2264766	2271419	-4539.875922	-4549.993191	-4549.837586	-4549.993349	-4547.304168	-4549.993111	-4549.99317	-4549.837454	-4542.491911	-4547.133222	-4548.430513	-4548.430313	-4543.009499	-4542.491902	-4543.009424	A	4679	674	oldgenes
APscaff0015ScX6Gil_5HRSCAF113	2283829	2284947	-2364.211408	-2367.536801	-2361.402155	-2367.536801	-2364.211408	-2361.402156	-2367.536801	-2361.402155	-2364.211408	-2364.211376	-2361.402156	-2367.536801	-2361.402155	-2364.211382	-2367.536799	L	1335	369	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	2315184	2316035	-2158.290794	-2152.158007	-2161.785234	-2157.199041	-2157.960954	-2159.751005	-2156.649415	-2161.743961	-2157.785068	-2159.436235	-2160.923515	-2155.790814	-2160.143114	-2158.670913	-2153.740206	D	1819	282	others
APscaff0015ScX6Gil_5HRSCAF113	2319242	2325522	-3729.225986	-3733.80512	-3734.559632	-3734.724626	-3732.62568	-3732.418872	-3734.751329	-3738.663703	-3732.22766	-3731.82138	-3735.956976	-3733.115983	-3729.34692	-3730.484909	-3729.33603	F	3099	448	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	2325916	2326677	-3503.830885	-3498.130044	-3503.565953	-3505.517647	-3503.830958	-3506.198227	-3504.299553	-3503.51137	-3504.233457	-3479.922104	-3479.830839	-3480.201911	-3506.007416	-3505.659987	-3498.130056	A	1829	267	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	2329754	2333318	-2839.824506	-2834.562814	-2833.038418	-2836.430095	-2837.924011	-2832.246773	-2837.97873	-2837.03686	-2839.575534	-2837.188288	-2834.753897	-2832.685381	-2831.416914	-2836.916572	-2833.963914	D	1399	264	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	2536348	2550457	-2693.669137	-2695.11144	-2694.314554	-2693.413156	-2692.803183	-2693.41321	-2695.111473	-2694.314479	-2695.529947	-2692.297593	-2694.028309	-2694.028314	-2695.530049	-2695.530029	-2695.529945	D	2522	530	others
APscaff0015ScX6Gil_5HRSCAF113	2565313	2573912	-3553.227942	-3546.520316	-3551.826707	-3545.395171	-3551.408975	-3551.408931	-3545.203563	-3551.748316	-3551.748455	-3553.227753	-3551.826695	-3549.829939	-3553.227708	-3553.227871	-3549.830024	J	1776	577	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	2717839	2718987	-5530.927321	-5530.496673	-5511.332212	-5530.186405	-5530.720527	-5512.243101	-5532.992922	-5525.657135	-5531.748924	-5532.069981	-5526.295435	-5527.597684	-5517.203826	-5532.338315	-5530.408972	A	3241	437	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	2793713	2794204	-920.0839359	-928.731791	-930.5709856	-928.731791	-920.0839359	-930.5709862	-928.7317944	-930.5709856	-920.0839359	-920.083935	-930.5709862	-928.731791	-930.5709854	-920.0839352	-928.7317907	L	866	235	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	2813561	2826164	-2922.678787	-2926.13795	-2923.030373	-2925.468733	-2921.697803	-2924.122794	-2926.4596	-2925.502314	-2926.574037	-2918.953769	-2922.321542	-2922.321444	-2924.481459	-2926.38229	-2926.26598	C	2506	379	others
APscaff0015ScX6Gil_5HRSCAF113	2842002	2851048	-3587.14007	-3588.444077	-3539.911718	-3588.402932	-3586.767837	-3587.842919	-3587.482337	-3539.382433	-3587.749271	-3539.087789	-3540.126536	-3540.329446	-3588.239341	-3588.803094	-3588.720672	A	3206	438	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	2870425	2871473	-931.0152962	-928.5801524	-931.2562961	-931.258226	-931.0152693	-931.7048848	-931.2582807	-931.4070454	-931.7483074	-930.3757194	-931.0003082	-928.5793498	-928.5858437	-928.3800734	-925.8994823	D	609	93	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	2872503	2876402	-3043.424737	-3049.68352	-3047.555363	-3049.585067	-3049.001824	-3049.584766	-3040.180682	-3040.1806	-3034.883809	-3049.002721	-3047.555607	-3049.683057	-3046.166313	-3043.457313	-3046.166239	A	3249	427	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	2893208	2901960	-7391.02544	-7393.984357	-7392.286372	-7397.124119	-7395.975515	-7396.692911	-7397.199088	-7392.104909	-7391.184761	-7395.360186	-7392.440002	-7392.876858	-7389.956747	-7390.177574	-7386.679678	A	5246	675	others
APscaff0015ScX6Gil_5HRSCAF113	2911128	2926245	-11256.02035	-11265.89109	-11255.75741	-11266.30165	-11264.14449	-11266.93568	-11266.30293	-11255.75734	-11257.30997	-11246.66569	-11248.89447	-11248.38636	-11260.29974	-11257.31006	-11259.55762	A	6457	1091	others
APscaff0015ScX6Gil_5HRSCAF113	3011291	3023298	-18835.0431	-18843.35968	-18835.33355	-18825.39007	-18822.18241	-18818.65465	-18842.786	-18842.52209	-18843.09123	-18834.73005	-18840.69115	-18841.84341	-18834.30113	-18840.79147	-18841.10945	D	8570	2189	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	3130983	3131807	-1671.068641	-1681.935835	-1682.188452	-1680.646241	-1670.501603	-1680.779849	-1682.073823	-1682.18829	-1672.697212	-1668.271514	-1678.055421	-1677.882388	-1681.899428	-1672.294281	-1681.752707	E	1119	240	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	3167786	3174126	-6452.845217	-6451.132079	-6460.236193	-6453.529891	-6453.99522	-6453.649598	-6452.989988	-6459.835625	-6451.841773	-6460.436158	-6460.436193	-6457.860065	-6451.761326	-6451.758973	-6449.964826	C	4077	670	others
APscaff0015ScX6Gil_5HRSCAF113	3186493	3192048	-2693.860138	-2703.12328	-2697.022087	-2699.808197	-2696.013346	-2696.136655	-2696.196828	-2693.731009	-2690.848737	-2698.589428	-2697.419695	-2700.53599	-2697.977687	-2693.080154	-2700.882049	A	2206	274	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	3405327	3408152	-800.8986566	-813.0467224	-813.046811	-813.0469279	-813.0468611	-813.0468231	-813.046885	-813.0468628	-800.8986328	-813.0469009	-813.046879	-813.0467716	-804.5851527	-800.8985367	-804.5850831	A	539	73	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	3409843	3411376	-665.6641998	-670.5333465	-670.5526205	-669.9540849	-665.6414502	-669.9616839	-670.9100279	-670.537499	-671.119253	-663.7825321	-665.2777237	-666.4497645	-671.4761637	-671.1192755	-670.9197932	D	503	72	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	3480246	3489808	-11483.43995	-11479.31411	-11479.33695	-11479.87797	-11480.84325	-11480.60183	-11476.81324	-11477.80868	-11480.65435	-11481.66231	-11479.32317	-11480.31544	-11483.70829	-11483.29594	-11482.50651	A	5186	1017	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	3616907	3621068	-1429.07763	-1429.414612	-1426.352758	-1429.428786	-1429.062261	-1429.012433	-1422.953452	-1420.391328	-1422.95451	-1426.424611	-1426.359468	-1426.44311	-1429.018593	-1429.462492	-1429.439121	A	1369	164	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	3833299	3840255	-3703.221788	-3722.416507	-3716.987346	-3722.036669	-3719.090103	-3717.020043	-3715.219285	-3712.766921	-3695.897872	-3719.461951	-3718.99392	-3722.416014	-3701.700459	-3703.22182	-3707.554861	C	4283	655	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	3841491	3847936	-4757.656626	-4754.521775	-4746.550691	-4759.357923	-4759.357931	-4757.448789	-4758.589655	-4746.209117	-4757.202096	-4744.540999	-4743.421587	-4740.729306	-4751.583339	-4752.158844	-4750.134083	A	3656	459	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	3909987	3924899	-2367.6141	-2363.454618	-2368.613823	-2366.586101	-2366.803673	-2366.839546	-2367.623342	-2368.613991	-2367.663055	-2367.208479	-2367.280095	-2362.527673	-2363.97171	-2363.971682	-2360.385147	H	1495	236	others
APscaff0015ScX6Gil_5HRSCAF113	3934959	3939817	-4360.444112	-4364.968172	-4366.786093	-4360.794086	-4360.166818	-4360.794053	-4366.800729	-4367.377089	-4362.341708	-4363.450395	-4365.321802	-4364.032949	-4359.011978	-4360.030552	-4359.741253	A	3014	401	others
APscaff0015ScX6Gil_5HRSCAF113	3944151	3949210	-2183.512578	-2185.797457	-2183.594076	-2182.523658	-2182.208269	-2182.523298	-2185.539061	-2183.22706	-2183.141847	-2181.694958	-2180.428798	-2181.692438	-2185.956407	-2183.557988	-2185.784391	A	2199	260	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	3949750	3953986	-2164.502095	-2152.974299	-2159.342249	-2153.621358	-2160.564469	-2160.194161	-2150.680086	-2157.274251	-2160.939305	-2156.17776	-2153.760869	-2150.130948	-2162.745108	-2164.648548	-2156.590003	A	1569	236	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	3981198	3982436	-3640.597319	-3640.771175	-3640.540077	-3634.045119	-3639.402299	-3633.150027	-3635.920151	-3642.180866	-3636.113619	-3648.760616	-3647.277395	-3649.461446	-3641.330456	-3639.234179	-3646.559632	C	3087	424	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	3992283	3995048	-9042.768265	-9043.185718	-9047.278865	-9047.46198	-9046.178908	-9047.870897	-9038.641916	-9037.717889	-9035.178168	-9043.557248	-9043.828522	-9040.2068	-9047.318043	-9042.570217	-9042.300383	A	4899	658	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	4004864	4008115	-2940.910105	-2943.736545	-2945.353911	-2943.736545	-2940.910105	-2945.353916	-2943.736535	-2945.353911	-2940.910105	-2940.910127	-2945.353916	-2943.736545	-2945.353875	-2940.910169	-2943.736598	L	1174	427	others
APscaff0015ScX6Gil_5HRSCAF113	4097879	4132132	-4030.498967	-4034.167288	-4029.981521	-4033.81645	-4030.641944	-4029.517621	-4034.167275	-4034.378647	-4033.716231	-4030.065031	-4033.229568	-4033.229456	-4029.44883	-4033.716126	-4033.738982	A	4030	513	others
APscaff0015ScX6Gil_5HRSCAF113	4187859	4189720	-9189.275347	-9189.909165	-9182.041748	-9189.909165	-9189.275347	-9182.041747	-9189.90918	-9182.041814	-9189.275347	-9189.275424	-9182.041813	-9189.909165	-9182.041814	-9189.275347	-9189.90918	K	3903	1181	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	4193995	4197634	-1726.189097	-1726.103974	-1720.960189	-1725.819734	-1725.819718	-1721.431566	-1726.189121	-1723.816808	-1726.189132	-1724.839829	-1723.301843	-1724.814221	-1721.473577	-1724.840968	-1724.781715	J	765	190	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	4228874	4237357	-5286.516623	-5283.69109	-5284.558681	-5283.618812	-5284.046992	-5283.567921	-5279.167006	-5279.147418	-5280.660138	-5285.267102	-5285.179164	-5285.056901	-5286.041834	-5286.512661	-5286.516896	A	3735	544	others
APscaff0015ScX6Gil_5HRSCAF113	4251035	4256019	-2932.570711	-2939.880192	-2937.786278	-2938.507357	-2932.852833	-2937.566213	-2938.764471	-2936.918835	-2934.891803	-2924.789076	-2925.695536	-2927.006797	-2938.594082	-2935.412836	-2938.43447	A	2449	274	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	4315735	4316157	-1360.167184	-1360.160565	-1361.805251	-1358.448015	-1359.17707	-1359.652211	-1360.062276	-1361.634419	-1361.396917	-1360.167187	-1361.805228	-1361.756209	-1361.805208	-1361.513762	-1361.756116	E	720	133	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	4513890	4525948	-6955.161333	-6963.388685	-6872.597052	-6962.935642	-6955.176665	-6962.93547	-6962.944991	-6872.596976	-6961.951644	-6838.157726	-6843.143173	-6843.442575	-6963.387351	-6962.426602	-6963.387374	C	4126	596	others
APscaff0015ScX6Gil_5HRSCAF113	4542878	4543342	-2369.369263	-2369.035598	-2361.30115	-2369.035608	-2373.128129	-2373.340936	-2367.861198	-2357.82558	-2364.812591	-2369.182031	-2361.301244	-2369.313673	-2373.614966	-2369.3693	-2373.615013	A	2008	256	oldgenes
APscaff0015ScX6Gil_5HRSCAF113	4710109	4719943	-6937.791242	-6925.918898	-6936.194479	-6926.463149	-6928.552778	-6928.477533	-6925.967229	-6934.697224	-6935.825734	-6936.469364	-6935.935365	-6935.080273	-6937.640936	-6937.553738	-6936.303271	A	4330	621	others
APscaff0015ScX6Gil_5HRSCAF113	4726043	4735751	-7310.248719	-7310.306264	-7307.972519	-7304.647827	-7303.173868	-7302.574123	-7310.880063	-7311.616391	-7312.06843	-7309.498165	-7311.598273	-7311.291333	-7306.770079	-7310.530664	-7309.965169	A	5362	799	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	4748056	4750269	-5686.506141	-5682.264107	-5668.403161	-5682.132612	-5684.200433	-5673.531902	-5682.450763	-5668.656024	-5684.49146	-5681.186163	-5665.093028	-5677.771407	-5669.074352	-5678.76007	-5675.884692	C	4370	675	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	4751741	4753401	-4287.905474	-4289.335177	-4285.508051	-4287.017619	-4287.008299	-4283.316974	-4289.335144	-4289.115509	-4287.903433	-4289.786221	-4289.13516	-4289.804497	-4284.27454	-4286.282103	-4287.053944	J	1851	543	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	4776599	4779868	-4728.321033	-4723.676378	-4728.813171	-4729.077665	-4729.74916	-4729.749536	-4729.086009	-4728.813153	-4728.321087	-4723.368654	-4723.361838	-4718.887817	-4722.797078	-4722.797023	-4720.334716	A	2519	398	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	4823181	4823447	-734.9541093	-738.7163162	-739.0801466	-738.7162397	-739.5828572	-739.7423397	-735.0449049	-735.3379913	-732.0611944	-738.9851791	-738.6840444	-739.3522131	-739.7423331	-735.2189383	-740.0033407	A	794	89	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	4823716	4827079	-3964.842443	-3972.144977	-3973.654862	-3966.696999	-3962.825588	-3965.168474	-3972.144951	-3976.375591	-3971.354866	-3966.749455	-3971.60792	-3972.482118	-3972.62663	-3970.990459	-3976.69259	C	3217	432	long_or_complete
APscaff0015ScX6Gil_5HRSCAF113	4837096	4838975	-4605.280479	-4605.759245	-4613.456696	-4601.156795	-4601.842809	-4606.85639	-4604.926328	-4611.752687	-4609.331409	-4604.277859	-4609.180694	-4605.060711	-4611.512726	-4609.30703	-4607.51965	A	2319	470	long_or_complete
